Store Number,Profile Key,Phone,Address,Lat,Lng,Store Hours,Pharmacy Hours,Clinic Hours,Services
4774,walgreens-8333-w.-greenfield-ave.-west-allis-wi-53214,(414) 443-9414,"8333 W. Greenfield Ave.,West Allis, WI 53214",43.0165651,-88.0164588,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 8:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
4775,walgreens-9043-darrow-rd-twinsburg-oh-44087,(330) 405-6268,"9043 Darrow Rd,Twinsburg, OH 44087",41.311909,-81.43956,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
4776,walgreens-900-wooster-rd-north-barberton-oh-44203,(330) 745-2674,"900 Wooster Rd North,Barberton, OH 44203",41.029891,-81.588375,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,Mon: 9:00AM-5:30PM Tue: 9:00AM-7:30PM Wed: 9:00AM-7:30PM Thu: 9:00AM-7:30PM Fri: 9:00AM-5:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations in Take Care Clinic, Online ordering, Film roll processing, Shingles Vaccine"
4777,walgreens-2525-s.-alpine-rd.-rockford-il-61108,(815) 227-9861,"2525 S. Alpine Rd.,Rockford, IL 61108",42.2390053,-89.0292281,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Web pickup"
4778,walgreens-701-s-midlothian-rd-mundelein-il-60060,(847) 949-7198,"701 S Midlothian Rd,Mundelein, IL 60060",42.253799,-88.020722,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Web pickup"
4779,walgreens-1799-douglas-rd.-montgomery-il-60538,(630) 896-6960,"1799 Douglas Rd.,Montgomery, IL 60538",41.7221878,-88.3195304,Open 24 Hours,Open 24 Hours,M  F: 8:00AM-7:30PM Sat: 9:00AM-4:30PM Sun: 9:00AM-4:30PM,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing"
4780,walgreens-225-e-roosevelt-rd-lombard-il-60148,(630) 627-9784,"225 E Roosevelt Rd,Lombard, IL 60148",41.859502,-88.011837,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4782,walgreens-3696-sw-topeka-blvd-topeka-ks-66611,(785) 266-4520,"3696 Sw Topeka Blvd,Topeka, KS 66611",39.001419,-95.686913,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4784,walgreens-2100-w.-britton-rd.-the-village-ok-73120,(405) 842-0745,"2100 W. Britton Rd.,The Village, OK 73120",35.565306,-97.549628,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4785,walgreens-2400-jacksboro-hwy.-fort-worth-tx-76114,(817) 624-3133,"2400 Jacksboro Hwy.,Fort Worth, TX 76114",32.7857307,-97.3834111,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4786,walgreens-5049-preston-rd-frisco-tx-75034,(214) 387-9505,"5049 Preston Rd,Frisco, TX 75034",33.120828,-96.806226,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing, Shingles Vaccine"
4787,walgreens-1226-w.-mcdermott-dr-allen-tx-75013,(972) 396-0753,"1226 W. Mcdermott Dr,Allen, TX 75013",33.101436,-96.697764,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
4788,walgreens-1465-e-william-st-carson-city-nv-89701,(775) 841-2790,"1465 E William St,Carson City, NV 89701",39.171264,-119.751504,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4789,walgreens-3495-s.-virginia-reno-nv-89502,(775) 824-0802,"3495 S. Virginia,Reno, NV 89502",39.4920582,-119.7965621,Open 24 Hours,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing"
4790,walgreens-5082-e.-lake-mead-blvd.-las-vegas-nv-89115,(702) 531-3028,"5082 E. Lake Mead Blvd.,Las Vegas, NV 89115",36.19674,-115.063556,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4791,walgreens-14285-w.-grand-ave.-surprise-az-85374,(623) 975-3944,"14285 W. Grand Ave.,Surprise, AZ 85374",33.653319,-112.37026,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-8:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Full Liquor department, Online ordering, Redbox DVD rental, Film roll processing"
4792,walgreens-55-e-ray-rd-chandler-az-85225,(480) 782-7773,"55 E Ray Rd,Chandler, AZ 85225",33.32007,-111.840823,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4793,walgreens-1975-s-alma-school-rd-chandler-az-85286,(480) 722-1780,"1975 S Alma School Rd,Chandler, AZ 85286",33.2770582,-111.8583383,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 7:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,Mon: 8:00AM-7:30PM Tue: 8:00AM-7:30PM Wed: 8:00AM-7:30PM Thu: 8:00AM-7:30PM Fri: 8:00AM-5:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing"
4794,walgreens-850-oak-street-conway-ar-72032,(501) 327-5638,"850 Oak Street,Conway, AR 72032",35.091815,-92.4361678,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing, Shingles Vaccine"
4795,walgreens-25016-gratiot-ave.-eastpointe-mi-48021,(586) 498-8426,"25016 Gratiot Ave.,Eastpointe, MI 48021",42.4801659,-82.94623,M F: 6:00AM-12:00AM Sat: 6:00AM-12:00AM Sun: 6:00AM-12:00AM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
4797,walgreens-6331-e-jefferson-ave-detroit-mi-48207,(313) 567-4239,"6331 E Jefferson Ave,Detroit, MI 48207",42.344307,-83.009594,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Film roll processing"
4798,walgreens-3004-s-atlantic-ave-daytona-beach-fl-32118,(386) 788-6344,"3004 S Atlantic Ave,Daytona Beach, FL 32118",29.168169,-80.978973,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
4799,walgreens-22449-edgewater-dr-port-charlotte-fl-33980,(941) 625-4346,"22449 Edgewater Dr,Port Charlotte, FL 33980",26.9642946,-82.0745036,Open 24 Hours,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Full Liquor department, Online ordering, Film roll processing"
4800,walgreens-6560-ulmerton-rd-largo-fl-33771,(727) 530-4729,"6560 Ulmerton Rd,Largo, FL 33771",27.892996,-82.7280679,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,Mon: 8:00AM-7:30PM Tue: 8:00AM-7:30PM Wed: 8:00AM-7:30PM Thu: 8:00AM-5:30PM Fri: 8:00AM-5:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Digital photo pickup, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing"
4801,walgreens-5028-okeechobee-blvd-west-palm-beach-fl-33417,(561) 615-6818,"5028 Okeechobee Blvd,West Palm Beach, FL 33417",26.706452,-80.119987,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
4803,walgreens-11105-stirling-rd.-cooper-city-fl-33328,(954) 689-0663,"11105 Stirling Rd.,Cooper City, FL 33328",26.044715,-80.296504,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,Mon: 9:00AM-5:30PM Tue: 9:00AM-7:30PM Wed: 9:00AM-7:30PM Thu: 9:00AM-7:30PM Fri: 9:00AM-5:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Film roll processing"
4804,walgreens-1661-nw-saint-lucie-west-blvd-port-saint-lucie-fl-34986,(772) 873-1892,"1661 NW Saint Lucie West Blvd,Port Saint Lucie, FL 34986",27.312869,-80.400898,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
4805,walgreens-4518-cottage-grove-rd-madison-wi-53716,(608) 222-3648,"4518 Cottage Grove Rd,Madison, WI 53716",43.0842829,-89.3036411,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
4807,walgreens-3920-w-79th-street-chicago-il-60652,(773) 581-3572,"3920 W 79th Street,Chicago, IL 60652",41.749835,-87.720584,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Online ordering, Redbox DVD rental, Film roll processing"
4808,walgreens-20340--old-cutler-rd-cutler-bay-fl-33189,(305) 252-4277,"20340  Old Cutler Rd,Cutler Bay, FL 33189",25.577991,-80.338302,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
4809,walgreens-3595-sw-22nd-st.-miami-fl-33145,(305) 444-8427,"3595 SW 22nd St.,Miami, FL 33145",25.7501056,-80.2517627,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
4810,walgreens-601-e.-commercial-blvd-oakland-park-fl-33334,(954) 772-4206,"601 E. Commercial Blvd,Oakland Park, FL 33334",26.189295,-80.138462,Open 24 Hours,Open 24 Hours,Mon: 9:00AM-7:30PM Tue: 9:00AM-7:30PM Wed: 9:00AM-7:30PM Thu: 9:00AM-5:30PM Fri: 9:00AM-5:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing, HIV Medication Support"
4811,walgreens-12807-us-hwy-301-dade-city-fl-33525,(352) 567-9606,"12807 Us Hwy 301,Dade City, FL 33525",28.3441487,-82.1875851,Open 24 Hours,Open 24 Hours,Mon: 9:00AM-7:30PM Tue: 9:00AM-5:30PM Wed: 9:00AM-7:30PM Thu: 9:00AM-7:30PM Fri: 9:00AM-5:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing"
4812,walgreens-930-8th-ave.-west-palmetto-fl-34221,(941) 729-5250,"930 8th Ave. West,Palmetto, FL 34221",27.5207069,-82.5728224,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4813,walgreens-11-palmetto-bay-rd.-hilton-head-sc-29928,(843) 686-6525,"11 Palmetto Bay Rd.,Hilton Head, SC 29928",32.15705,-80.765488,Open 24 Hours,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Open 24 hours, Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Film roll processing, Shingles Vaccine"
4814,walgreens-4800-bardstown-rd.-louisville-ky-40291,(502) 491-8774,"4800 Bardstown Rd.,Louisville, KY 40291",38.177938,-85.622114,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer Only), Online ordering, Redbox DVD rental, Film roll processing"
4815,walgreens-2200-n-highway-a1a-melbourne-fl-32903,(321) 773-2022,"2200 N Highway A1a,Melbourne, FL 32903",28.122144,-80.577113,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
4816,walgreens-1160-malabar-rd-se-palm--bay-fl-32907,(321) 956-9626,"1160 Malabar Rd Se,Palm  Bay, FL 32907",27.998096,-80.63422,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
4817,walgreens-6505-abrams-rd.-dallas-tx-75231,(214) 341-0861,"6505 Abrams Rd.,Dallas, TX 75231",32.863224,-96.744934,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-7:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4818,walgreens-8801-lakeview-pkwy-rowlett-tx-75088,(972) 463-8224,"8801 Lakeview Pkwy,Rowlett, TX 75088",32.91852,-96.516839,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
4819,walgreens-5206-4th-st-lubbock-tx-79416,(806) 792-1377,"5206 4th St,Lubbock, TX 79416",33.592841,-101.923329,M F: 7:00AM-12:00AM Sat: 7:00AM-12:00AM Sun: 7:00AM-12:00AM,M  F: 8:00AM-10:00PM Sat: 9:00AM-7:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
4820,walgreens-1619-50th-street-lubbock-tx-79412,(806) 762-0522,"1619 50th Street,Lubbock, TX 79412",33.548193,-101.85456,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4821,walgreens-3404-indiana-ave-lubbock-tx-79413,(806) 792-7531,"3404 Indiana Ave,Lubbock, TX 79413",33.562804,-101.88842,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4822,walgreens-4847-slide-road-lubbock-tx-79414,(806) 792-8267,"4847 Slide Road,Lubbock, TX 79414",33.548996,-101.921741,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing"
4823,walgreens-901-e-palm-valley-rd-round-rock-tx-78664,(512) 248-8742,"901 E Palm Valley Rd,Round Rock, TX 78664",30.517768,-97.670118,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing"
4824,walgreens-12098-lusher-rd-saint-louis-mo-63138,(314) 355-0500,"12098 Lusher Rd,Saint Louis, MO 63138",38.795142,-90.229168,Open 24 Hours,Open 24 Hours,M  F: 8:00AM-7:30PM Sat: 9:00AM-4:30PM Sun: 10:00AM-5:00PM,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
4825,walgreens-8000-saint-charles-rock-rd-saint-louis-mo-63114,(314) 426-1044,"8000 Saint Charles Rock Rd,Saint Louis, MO 63114",38.698866,-90.329058,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Film roll processing"
4826,walgreens-9800-irving-park-rd-schiller-park-il-60176,(847) 233-0576,"9800 Irving Park Rd,Schiller Park, IL 60176",41.9555022,-87.8711511,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4827,walgreens-4688-s-108th-st-greenfield-wi-53228,(414) 427-1328,"4688 S 108th St,Greenfield, WI 53228",42.959594,-88.047396,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Film roll processing"
4828,walgreens-4822-caton-farm-rd-plainfield-il-60544,(815) 439-5882,"4822 Caton Farm Rd,Plainfield, IL 60544",41.56461,-88.201533,Open 24 Hours,Open 24 Hours,M  F: 8:00AM-7:30PM Sat: 9:00AM-4:30PM Sun: 9:00AM-4:30PM,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Online ordering, Redbox DVD rental, Film roll processing"
4829,walgreens-10920-randolph-st.-crown-point-in-46307,(219) 661-8117,"10920 Randolph St.,Crown Point, IN 46307",41.41969,-87.239685,M F: 7:00AM-11:00PM Sat: 8:00AM-11:00PM Sun: 8:00AM-11:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4830,walgreens-5300-monona-dr-monona-wi-53716,(608) 226-9920,"5300 Monona Dr,Monona, WI 53716",43.0614184,-89.3259204,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4832,walgreens-6505-n-illinois-st-fairview-heights-il-62208,(618) 394-8744,"6505 N Illinois St,Fairview Heights, IL 62208",38.5932869,-89.985591,Open 24 Hours,Open 24 Hours,M  F: 8:00AM-7:30PM Sat: 9:00AM-4:30PM Sun: 10:00AM-5:00PM,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations in Take Care Clinic, Online ordering, Medication Compounding, Film roll processing"
4833,walgreens-651-lemay-ferry-rd-saint-louis-mo-63125,(314) 631-4769,"651 Lemay Ferry Rd,Saint Louis, MO 63125",38.541741,-90.279998,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
4834,walgreens-1225-union-blvd-saint-louis-mo-63113,(314) 367-8211,"1225 Union Blvd,Saint Louis, MO 63113",38.660184,-90.2724245,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4835,walgreens-1000-getty-st.-muskegon-mi-49442,(231) 767-9212,"1000 Getty St.,Muskegon, MI 49442",43.2342955,-86.224118,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
4836,walgreens-11810-ranch-rd-620-n-austin-tx-78750,(512) 258-2459,"11810 Ranch Rd 620 N,Austin, TX 78750",30.4595213,-97.8216237,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
4837,walgreens-6120-s-highway-6-missouri-city-tx-77459,(281) 208-5828,"6120 S Highway 6,Missouri City, TX 77459",29.5651539,-95.564866,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations and travel vaccines, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing, Shingles Vaccine"
4838,walgreens-19203-stone-oak-pkwy-san-antonio-tx-78258,(210) 403-0002,"19203 Stone Oak Pkwy,San Antonio, TX 78258",29.627265,-98.495693,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
